iteration,incremental_revenue
260,2959832.6359346323
261,2923523.2266944237
262,2927026.72640487
263,2928532.2074801307
264,2955315.301399148
265,2934582.3614844345
266,2933301.3364463346
267,2941941.994336184
268,2929679.1685986826
269,2954353.2920480687
270,2944549.521494122
271,2957496.834505668
272,2928995.823672222
273,2960250.096280764
274,2931826.352756016
275,2944534.2044055313
276,2960862.5180594977
277,2932952.6664299946
278,2955637.1798300063
279,2955718.3488110993
280,2925963.8414626652
281,2938459.6210699547
282,2919646.642899897
283,2960345.366642244
284,2934180.2317161206
285,2922719.82683173
286,2931489.833925388
287,2930665.1336738914
288,2920051.644019734
289,2936902.4476628974
290,2923651.793198267
291,2912743.12750898
292,2932718.2787507847
293,2936619.9042624235
294,2960954.7549839206
295,2935971.755881626
296,2953579.4510696735
297,2959684.375025493
298,2939832.100611329
299,2948177.255254847
300,2923560.73684418
301,2906390.316716656
302,2949639.126902649
303,2935887.512077098
304,2932860.515875388
305,2930593.3056577034
306,2923592.4823622527
307,2931870.449849177
308,2927271.041594105
309,2943992.6592013165
310,2943677.9418037683
311,2945057.943354234
312,2942188.7954930263
313,2969283.468483827
314,2936573.051056818
315,2952687.7730058115
316,2955407.4334856085
317,2945681.765727002
318,2941562.674050087
319,2926215.97089569
320,2952222.985288108
321,2931669.7330006855
322,2924953.0537264682
323,2905811.828784365
324,2935644.8554980196
325,2927975.02907735
326,2961131.561460064
327,2945189.974962663
328,2935176.2157936525
329,2915716.8779798783
330,2960204.0362623762
331,2939035.141491716
332,2943796.5733001307
333,2938498.6872125175
334,2955712.510942418
335,2939976.606018167
336,2921195.2998553747
337,2929965.3209204655
338,2960152.1235767007
339,2918622.907660299
340,2928904.1256881114
341,2954053.411762025
342,2938534.1550735477
343,2937341.8254569117
344,2917501.4151418284
345,2933770.0064867195
346,2945817.8456376325
347,2919872.837756913
348,2930634.544908871
349,2927881.0996321877
350,2972668.537897057
351,2926631.664595986
352,2938688.4139279425
353,2932056.2881331816
354,2940291.570202062
355,2951544.993647823
356,2971841.290066651
357,2925095.1017702967
358,2935512.0400432954
359,2936477.7165808417
360,2913414.700693409
361,2904522.1296129664
362,2947950.116362501
363,2957028.682812158
364,2929547.182183318
365,2950033.0694602476
366,2934314.614659408
367,2938091.3285665074
368,2962041.5818928163
369,2940677.3172513023
370,2956114.4086800944
371,2939687.103477234
372,2948320.318100704
373,2906328.536560066
374,2924980.0535427723
375,2952870.3530730363
376,2949185.182089067
377,2930087.8060617633
378,2940438.655982809
379,2950808.8242575545
380,2945854.9320956524
381,2931614.820196895
382,2929022.706916703
383,2924946.209114315
384,2932957.680933105
385,2924111.8540306333
386,2937218.8578335997
387,2942211.863191927
388,2937936.154398896
389,2929472.5447039194
390,2941255.9048074633
391,2945640.123394657
392,2953599.666566048
393,2927257.1817206144
394,2941130.9650376476
395,2941875.1596902777
396,2934664.9032139983
397,2945174.737455236
398,2947131.4058493823
399,2947761.329394375
400,2960873.116075821
401,2953309.3566424716
402,2934760.5102495775
403,2942215.917532442
404,2948096.295927301
405,2932296.4747227915
406,2958440.0922198705
407,2951939.7032595295
408,2929668.753497593
409,2921076.0888098264
410,2949541.4808885884
411,2955978.677874768
412,2902802.9837883916
413,2928710.8507230766
414,2944982.80536459
415,2944599.623660695
416,2935173.1791524915
417,2959932.996522147
418,2953788.6276730504
419,2940099.454867199
420,2925619.9334987905
421,2944543.6837290265
422,2957341.5133676585
423,2946667.138359422
424,2927658.166364724
425,2927543.694526907
426,2929628.905864845
427,2956040.881790232
428,2948886.1131489063
429,2922998.003300393
430,2978336.2406839654
431,2957256.402533205
432,2929281.71799301
433,2944586.280877075
434,2952726.653275652
435,2940957.8563849367
436,2928517.072183217
437,2948916.452830998
438,2950778.5623994637
439,2930133.714767892
440,2930686.250183654
441,2938182.3134584874
442,2939497.196698942
443,2952348.744494045
444,2959581.575621374
445,2928526.8072057758
446,2933307.22044746
447,2956603.2934021987
448,2940851.0206058575
449,2918426.4510985035
450,2929184.931163892
451,2960715.9145706333
452,2959836.275007315
453,2953426.717917851
454,2946576.103143297
455,2914239.7069040043
456,2938676.1582917804
457,2938951.4424134083
458,2945416.569568635
459,2952125.5821558135
460,2934733.530378958
461,2940809.5657471567
462,2939262.1954962453
463,2948244.545522632
464,2921584.3384753177
465,2955599.191965293
466,2954405.2888875203
467,2954209.8913470805
468,2947223.024832541
469,2928490.565183256
470,2950079.882637603
471,2958047.4267052813
472,2923675.798263287
473,2958039.732909344
474,2923235.245447196
475,2947469.6937286854
476,2925245.2239503153
477,2934217.0151423123
478,2939649.3786118673
479,2954311.1451005638
480,2946549.824436657
481,2933540.6778138867
482,2940983.386418756
483,2960012.4352360517
484,2917363.1792706707
485,2930441.2426504586
486,2927091.5433608275
487,2945549.087336434
488,2937394.9651881643
489,2943660.8602680042
490,2939423.520675935
491,2941646.0358066754
492,2944774.421817287
493,2931657.5510654375
494,2927314.552946046
495,2939256.708510326
496,2953999.785635884
497,2952090.5442713164
498,2959170.18622664
499,2910139.5491279326
500,2961311.125987716
501,2911439.944583486
502,2955027.2062262855
503,2945627.021534102
504,2930958.0386743285
505,2916335.174418779
506,2939204.8697749805
507,2954112.0129453
508,2917667.6562423464
509,2950808.8815213805
510,2930509.1852482483
511,2941946.0573473675
512,2932743.8949053204
513,2947470.7799801696
514,2938501.688454937
515,2933056.254781205
516,2942947.2293016454
517,2939527.4600631734
518,2945973.42508295
519,2944357.9668169916
520,2934826.0083515625
521,2947573.095016977
522,2921233.5629291628
523,2928368.160299032
524,2938435.783093279
525,2933026.5985010993
526,2942620.0891825696
527,2943939.215259347
528,2927131.6345245596
529,2957793.2958413474
530,2937598.849204095
531,2934057.045193243
532,2939511.4862537608
533,2916994.5061826194
534,2949254.89211908
535,2937712.2226733435
536,2939273.40703216
537,2944597.9767178576
538,2921534.456842969
539,2939376.0749660637
540,2934900.7179983296
541,2925506.992705308
542,2941757.616638206
543,2944467.740513808
544,2943786.550830692
545,2940293.0408941237
546,2931026.5125943404
547,2953206.9553880068
548,2938924.8470226303
549,2940624.0162341306
550,2923484.927673271
551,2958173.6960538346
552,2944656.64914448
553,2944694.1660040393
554,2951933.881455971
555,2928736.545738172
556,2948897.061503928
557,2938620.218063862
558,2955465.9664617507
559,2940600.5994953252
560,2959454.5309727127
561,2957670.5117727816
562,2949239.643569231
563,2925754.1023354027
564,2940686.8275174834
565,2934953.4282801524
566,2965112.1428554
567,2931243.1730539743
568,2918875.8248508684
569,2969368.365735896
570,2941684.5254901107
571,2939896.1307385024
572,2956106.181080252
573,2912850.7711914135
574,2937846.1723275166
575,2946483.821894167
576,2948343.8013999816
577,2949284.325834051
578,2916603.3964742683
579,2920559.770786194
580,2942925.5207035206
581,2923782.6143304557
582,2932463.175772723
583,2920993.6783171725
584,2932435.9723876724
585,2934201.966424168
586,2946801.8557147533
587,2952452.404565202
588,2928483.7340164687
589,2943482.7832761435
590,2941723.9480289146
591,2924130.693717597
592,2943777.305073375
593,2903135.0336089246
594,2967532.9806219563
595,2959448.278059561
596,2954014.4392788503
597,2939670.2392816413
598,2946068.4598802794
599,2957045.5440132096
600,2941383.897347425
601,2954387.99109447
602,2940089.9330780553
603,2948300.9923449494
604,2969737.7467922093
605,2964356.6175090894
606,2968463.4264793405
607,2946701.312999569
608,2948747.3562850095
609,2955166.092671171
610,2939062.7197103705
611,2930611.3490991574
612,2947889.9100755714
613,2949676.2813914027
614,2938115.0326021817
615,2964897.4554778207
616,2944089.179958985
617,2933346.6436954243
618,2948661.0313081155
619,2942881.9660719
620,2935562.851092616
621,2959097.1715739183
622,2932204.2521062894
623,2919366.009068325
624,2959531.621609902
625,2957476.5582903996
626,2936675.6213827655
627,2942681.17407687
628,2918056.92027184
629,2923292.1781376097
630,2956828.9615848903
631,2933535.805346541
632,2947734.5370366275
633,2927546.281944232
634,2936911.947130697
635,2936787.6169286836
636,2938374.202045791
637,2947525.838646652
638,2949847.9014970902
639,2944118.5366329625
640,2929879.8209815286
641,2917087.0389161343
642,2948592.11806057
643,2922913.1323625613
644,2937844.3449667552
645,2941948.6606095154
646,2927048.1218454856
647,2920158.9655534746
648,2949715.007987325
649,2953350.875454977
650,2944151.775338256
651,2958999.5851684585
652,2937765.017541862
653,2949261.7670001546
654,2927449.049808237
655,2921396.0468927547
656,2922664.6621966176
657,2927705.511177386
658,2940783.161180971
659,2914213.557865886
660,2934673.4407585617
661,2937935.5376141053
662,2960468.0413214834
663,2934909.9810464177
664,2931341.4112356175
665,2944242.54434493
666,2935322.971952496
667,2949830.9927325007
668,2924921.3121901443
669,2966748.0693108393
670,2944585.6185581908
671,2944216.9685125034
672,2939637.8487798385
673,2979285.5235848445
674,2941895.926290255
675,2968985.196645323
676,2967968.407893019
677,2930555.358890229
678,2927565.235037761
679,2937174.592360383
680,2945025.404442017
681,2947993.681429606
682,2958184.4879145008
683,2958288.4947083537
684,2942886.265478003
685,2919640.4727621693
686,2948476.691157613
687,2945697.0828381553
688,2937040.4112080745
689,2932243.5491639264
690,2954102.975767716
691,2929223.682010414
692,2935317.9586162064
693,2917257.7347881068
694,2908618.771698106
695,2955870.7239776524
696,2949038.7356364653
697,2921975.2345137745
698,2954561.660784019
699,2941945.2204860765
700,2927018.2721720897
701,2917918.1106166523
702,2922305.9904891215
703,2913802.389833049
704,2943250.009313736
705,2969491.5834993646
706,2933536.862748798
707,2947437.2758669667
708,2923721.1567542804
709,2946676.1947528757
710,2944583.243331207
711,2949297.3020406123
712,2936385.769712815
713,2945544.244505128
714,2906136.353526635
715,2936916.700094496
716,2956162.3906399887
717,2921529.5827658065
718,2935083.4847618677
719,2934498.8141843546
720,2976476.9523811806
721,2941650.743244862
722,2958226.5945995543
723,2946558.6639270224
724,2940082.119608499
725,2941537.9804469766
726,2935094.9796808334
727,2954199.2229782864
728,2938554.166589942
729,2949563.9877856234
730,2938913.298827378
731,2923649.0812914185
732,2937128.8227809565
733,2950531.9360675374
734,2930237.8183547296
735,2940071.2046309663
736,2959649.2669557966
737,2929983.6417634524
738,2915845.9971105894
739,2963238.3188297544
740,2936886.855565373
741,2932725.391788109
742,2955219.9047862943
743,2973122.0106647694
744,2917607.6760171615
745,2965778.1839235947
746,2934209.9166870303
747,2914297.5087572206
748,2940389.9877890684
749,2921946.4532522727
750,2986058.935121836
751,2939975.2095730603
752,2947614.3554746434
753,2920200.3701206837
754,2946651.983387964
755,2935692.7927926816
756,2937324.630010931
757,2969831.279938724
758,2939428.2765534893
759,2925088.54133106
760,2972572.5706370557
761,2943045.249898292
762,2932569.6925254576
763,2939849.7249083314
764,2929014.614311522
765,2929913.0239437055
766,2934101.2879872303
767,2923076.4580093976
768,2954808.4162311004
769,2961113.044259317
770,2913563.1302070506
771,2942590.673378814
772,2945921.6226206794
773,2936766.4890994336
774,2955512.5123967472
775,2946670.9348886386
776,2939762.989442316
777,2940911.9057215676
778,2935330.355545195
779,2937311.258597195
780,2947999.72359835
781,2941465.7459751684
782,2935232.0195232136
783,2947361.3193579866
784,2945218.5881883986
785,2936007.2196374796
786,2935960.789630403
787,2953505.2734949077
788,2943773.6891565267
789,2943712.636830872
790,2933527.9882842097
791,2962084.8630631687
792,2954846.0042366683
793,2946005.8322143117
794,2951843.2646140587
795,2935697.071839543
796,2927818.6525494773
797,2937459.31231964
798,2931091.879930312
799,2929929.599140295
800,2944592.890584277
801,2933977.353110023
802,2925861.1838755365
803,2941174.2768821586
804,2956252.26589504
805,2932749.8453478646
806,2922279.7303779293
807,2945453.973892281
808,2933867.1961687375
809,2947299.820238648
810,2931974.2338154754
811,2956373.454740299
812,2933641.8172053564
813,2960303.547935823
814,2954637.444605533
815,2958084.3234166345
816,2939301.6330629718
817,2941285.8180468306
818,2936376.421527654
819,2973448.276828765
820,2937732.317487905
821,2951410.9455507435
822,2920745.9985098597
823,2934796.703007944
824,2942449.5067078006
825,2923601.2695495235
826,2891828.005984038
827,2923516.1117666196
828,2933337.6957067056
829,2964695.29616725
830,2924492.944571307
831,2924466.5732328827
832,2948491.090038916
833,2951543.26948372
834,2936116.446047215
835,2935444.2760308944
836,2934716.824600909
837,2914578.1301946463
838,2929481.416969398
839,2929614.6888883663
840,2925243.98409668
841,2946331.228267001
842,2930888.13430978
843,2936876.9102579374
844,2937770.207927631
845,2953247.966659344
846,2944200.2143563004
847,2951755.181193324
848,2916748.169587603
849,2932620.3751140814
850,2950062.0056504356
851,2935090.7048188057
852,2932974.3256317805
853,2953631.314663266
854,2933986.844862193
855,2942036.110304931
856,2940120.9580425285
857,2943999.3373028524
858,2957910.326357985
859,2949716.532965103
860,2921083.88302637
861,2939146.0293575963
862,2950405.1212161044
863,2911141.6250183657
864,2920849.0549610145
865,2964439.1004679864
866,2952472.1709758732
867,2940039.634329509
868,2952418.9725610353
869,2931332.292338308
870,2931248.3760649078
871,2963274.9830434546
872,2938945.7868605796
873,2932433.039907735
874,2945208.4452960715
875,2961809.374642671
876,2967045.893374797
877,2929875.944460325
878,2972666.327219542
879,2917711.371426154
880,2921162.7278016824
881,2948809.6735859215
882,2925195.872194198
883,2936165.4217801094
884,2929549.6395943575
885,2941441.6942182276
886,2949536.8147074524
887,2929000.1588188233
888,2924412.2454124102
889,2930789.3988598334
890,2935795.1525674593
891,2915015.647195627
892,2923153.554965114
893,2943737.1672472777
894,2934878.039354074
895,2942823.5218250053
896,2937504.4675522866
897,2935324.460048496
898,2957425.3515327256
899,2961279.2009607283
900,2884463.455155938
901,2945377.62690854
902,2947729.8654817566
903,2980459.824315386
904,2942162.2455221266
905,2949754.6135646403
906,2935649.6244479027
907,2942898.9012457216
908,2950126.2582274154
909,2950952.6039969344
910,2933308.1495076763
911,2953370.282492643
912,2962851.7641328145
913,2916209.886074882
914,2945470.958719233
915,2958460.461513404
916,2932787.5896823388
917,2956177.3935240814
918,2958522.8389676325
919,2956410.02080974
920,2932087.8250060948
921,2945711.323581597
922,2965917.8556273114
923,2939042.540717921
924,2934624.6066006217
925,2944391.2058106177
926,2944008.3135307766
927,2970014.6113411803
928,2935080.570390219
929,2937076.521478029
930,2965316.4242582275
931,2956706.0370474337
932,2955386.6275968803
933,2933282.255026282
934,2924120.3900590427
935,2922225.1126778303
936,2952455.3726122305
937,2943443.30941548
938,2966252.8715043925
939,2936712.9683338404
940,2959384.1534086913
941,2936863.7440882726
942,2909933.7774557956
943,2965816.7335547544
944,2958186.9810319487
945,2958687.644933194
946,2937148.9430655073
947,2937822.058419302
948,2943450.0478129946
949,2938933.2559163533
950,2932565.8214382622
951,2942392.3796747997
952,2944766.5452901926
953,2955756.293870317
954,2947519.4219651874
955,2933274.8870078605
956,2952632.842277717
957,2929895.463897666
958,2948570.5577791184
959,2942357.255822869
960,2935259.1502621323
961,2944470.0378779657
962,2927648.0930229565
963,2936667.307293419
964,2934078.056925213
965,2915548.2811939195
966,2936119.277119305
967,2948109.966664931
968,2933819.3908469416
969,2945146.8982082615
970,2943621.3464055434
971,2929774.956694415
972,2922544.4214335047
973,2908824.116339921
974,2943967.2951561427
975,2927288.859238765
976,2932743.3450062927
977,2962206.939781204
978,2931282.7959496137
979,2935144.701559649
980,2937801.4799361704
981,2935240.687388519
982,2966996.8403045377
983,2935541.9520400297
984,2934885.7317805784
985,2948177.619432308
986,2939912.2635775646
987,2952506.32638414
988,2941800.99671109
989,2925662.1864255294
990,2942526.2487335466
991,2947726.3345272467
992,2936429.119840987
993,2939051.9342199154
994,2921704.62879877
995,2923106.6684357133
996,2932704.420563237
997,2947931.4858918004
998,2948723.784228148
999,2940112.8532996625
